targets, factors
Gene288, (Gene690 & !Gene736 & !Gene535) | (!Gene770 & Gene690 & Gene535) | (Gene770 & !Gene736 & !Gene535) | (Gene770 & !Gene690 & Gene535) | (Gene690 & Gene736 & Gene535)
Gene289, (!Gene492 & !Gene773 & !Gene643 & Gene66) | (Gene643 & !Gene66) | (!Gene492 & Gene773 & !Gene66) | (Gene492 & Gene643)
Gene290, (!Gene926 & !Gene687 & Gene884) | (!Gene696 & Gene687 & !Gene884) | (!Gene926 & !Gene696 & Gene884) | (!Gene926 & Gene696 & !Gene687) | (Gene926 & !Gene696 & !Gene884) | (Gene926 & Gene696 & Gene687 & Gene884)
Gene291, (!Gene374 & !Gene113) | (Gene374 & !Gene333 & Gene113) | (Gene333 & !Gene706 & !Gene113) | (Gene374 & Gene706 & Gene113)
Gene292, (!Gene431 & !Gene704 & !Gene392 & !Gene199) | (!Gene704 & Gene392 & Gene199) | (Gene704 & !Gene392 & Gene199) | (Gene704 & Gene392 & !Gene199) | (Gene431 & Gene704 & !Gene199)
Gene293, (!Gene354 & !Gene736 & Gene959) | (!Gene191 & Gene736 & Gene959) | (Gene354 & !Gene736 & !Gene959) | (Gene191 & !Gene736 & !Gene959) | (Gene354 & Gene736 & Gene959)
Gene294, (!Gene90 & !Gene769 & Gene95) | (Gene769 & !Gene95) | (Gene90 & !Gene95 & Gene134) | (Gene90 & Gene769 & !Gene134)
Gene295, (!Gene722 & !Gene854) | (!Gene584 & !Gene204 & Gene854) | (Gene584 & !Gene204 & !Gene854) | (Gene722 & !Gene204 & Gene854)
Gene296, (!Gene541 & !Gene93 & Gene945 & !Gene278) | (!Gene541 & Gene93 & !Gene945) | (!Gene541 & Gene93 & Gene278) | (Gene541 & !Gene945 & Gene278) | (Gene541 & !Gene93 & Gene278) | (Gene541 & Gene93 & Gene945 & !Gene278)
Gene297, (!Gene348 & Gene406 & !Gene988) | (!Gene348 & Gene475) | (Gene348 & !Gene406 & Gene988) | (Gene348 & !Gene475 & Gene988)
Gene298, (!Gene69 & !Gene697) | (!Gene583 & Gene69 & !Gene770 & Gene697) | (Gene583 & Gene770)
Gene299, (!Gene141 & !Gene294) | (!Gene424 & !Gene821 & !Gene141) | (!Gene424 & !Gene821 & !Gene294) | (Gene424 & Gene141 & Gene294)
Gene300, (!Gene164 & !Gene218) | (!Gene218 & !Gene817 & Gene255) | (Gene164 & Gene218 & !Gene255) | (Gene164 & Gene218 & Gene817)
Gene301, (!Gene105 & !Gene85 & !Gene615) | (!Gene85 & !Gene415 & Gene615) | (Gene85 & Gene415)
Gene302, (!Gene562 & !Gene47 & Gene265 & Gene272) | (!Gene562 & Gene47 & !Gene265) | (Gene562 & !Gene47 & !Gene272) | (Gene47 & !Gene265 & Gene272) | (Gene562 & Gene265 & !Gene272) | (Gene562 & Gene47 & Gene272)
Gene303, (!Gene200 & Gene929 & Gene823) | (Gene200 & !Gene929) | (Gene375 & !Gene929 & Gene823) | (Gene375 & Gene200 & !Gene823)
Gene304, (!Gene267 & !Gene615 & !Gene959) | (!Gene267 & !Gene615 & Gene494) | (!Gene267 & !Gene959 & Gene494) | (!Gene267 & Gene615 & Gene959 & !Gene494) | (Gene267 & !Gene615 & Gene959 & !Gene494) | (Gene267 & Gene615 & !Gene959 & !Gene494) | (Gene267 & Gene615 & Gene959 & Gene494)
Gene305, (!Gene156 & !Gene560) | (Gene560 & !Gene449 & Gene221) | (Gene560 & Gene449 & !Gene221)
Gene306, (Gene124 & Gene399) | (Gene124 & Gene23) | (Gene114 & Gene399)
Gene307, (!Gene294 & !Gene209) | (!Gene294 & Gene556) | (Gene556 & Gene434)
Gene308, (!Gene810 & !Gene564) | (!Gene810 & Gene504) | (Gene810 & !Gene835 & !Gene504 & Gene564) | (Gene835 & Gene504 & Gene564)
Gene309, (Gene151 & Gene605) | (!Gene95 & Gene356 & Gene151) | (Gene95 & !Gene356)
Gene310, (!Gene596 & !Gene871 & !Gene744) | (!Gene596 & Gene871 & Gene744) | (Gene871 & Gene708 & !Gene744) | (Gene596 & !Gene871 & Gene708 & Gene744) | (Gene596 & Gene871 & !Gene744)
Gene311, (!Gene60 & !Gene289 & !Gene841) | (!Gene60 & Gene841 & Gene54) | (!Gene60 & Gene289 & Gene841) | (Gene60 & !Gene289 & Gene841 & !Gene54) | (Gene60 & Gene289 & !Gene841 & !Gene54) | (Gene289 & Gene841 & Gene54)
Gene312, (!Gene434 & !Gene908 & Gene479) | (!Gene434 & Gene908 & !Gene479) | (!Gene197 & Gene479) | (Gene197 & !Gene434 & !Gene479)
Gene313, (!Gene527 & !Gene836) | (!Gene527 & !Gene264 & Gene846) | (Gene264 & !Gene846)
Gene314, (!Gene418 & !Gene177 & Gene248) | (!Gene418 & Gene177 & !Gene248) | (!Gene929 & !Gene177 & Gene248) | (Gene929 & Gene177 & Gene248) | (Gene929 & Gene418 & !Gene177 & !Gene248)
Gene315, (!Gene98 & !Gene894 & !Gene396) | (!Gene885 & !Gene396) | (Gene98 & Gene894 & Gene396) | (Gene885 & Gene98 & Gene396)
Gene316, (!Gene906 & !Gene958 & Gene232) | (!Gene275 & Gene958 & Gene232) | (!Gene275 & Gene906 & !Gene232) | (Gene275 & !Gene906 & !Gene232)
Gene317, (!Gene267 & Gene397) | (Gene267 & Gene574 & !Gene397) | (Gene387 & !Gene267 & !Gene574) | (Gene387 & Gene574 & Gene397)
Gene318, (!Gene272 & !Gene685 & Gene140) | (Gene685 & !Gene140 & !Gene508) | (Gene272 & !Gene685 & Gene508) | (Gene272 & Gene685 & !Gene508) | (Gene272 & Gene140 & Gene508)
Gene319, (!Gene922 & Gene644 & Gene209) | (!Gene922 & Gene448 & !Gene644 & !Gene209) | (Gene922 & !Gene448 & !Gene644) | (Gene922 & !Gene644 & Gene209) | (Gene922 & Gene448 & Gene644)
Gene320, (!Gene271 & Gene51 & Gene17) | (Gene271 & !Gene51 & !Gene17) | (Gene466 & !Gene51 & !Gene17) | (Gene466 & !Gene271 & Gene17) | (Gene466 & Gene271 & !Gene17) | (Gene466 & Gene51 & Gene17)
Gene321, (!Gene828 & Gene171 & !Gene600) | (Gene506 & Gene600) | (Gene828 & !Gene171 & Gene600) | (Gene506 & Gene171)
Gene322, (!Gene40 & !Gene60 & !Gene214) | (!Gene347 & !Gene40 & !Gene214) | (!Gene40 & Gene60 & Gene214) | (!Gene347 & Gene40 & Gene214) | (Gene347 & !Gene60 & !Gene214)
Gene323, (!Gene843 & !Gene554 & !Gene326) | (Gene468 & Gene326) | (Gene843 & Gene326)
Gene324, (!Gene253 & Gene925) | (Gene253 & !Gene925 & !Gene515) | (!Gene169 & Gene925 & !Gene515) | (Gene169 & !Gene253 & Gene515)
Gene325, (!Gene729 & !Gene218 & Gene25 & !Gene538) | (!Gene729 & Gene218 & !Gene25 & !Gene538) | (Gene218 & Gene25 & Gene538) | (Gene729 & !Gene218 & !Gene25) | (Gene729 & !Gene25 & Gene538) | (Gene729 & Gene218 & Gene25)
Gene326, (!Gene231 & Gene74 & !Gene186) | (Gene738 & !Gene186) | (!Gene231 & Gene738 & !Gene74) | (Gene231 & Gene74 & Gene186)
Gene327, (!Gene625 & !Gene391) | (!Gene391 & Gene644) | (Gene666 & !Gene625 & Gene644) | (Gene666 & Gene625 & Gene391 & !Gene644)
Gene328, (!Gene265 & !Gene210 & !Gene600) | (!Gene865 & !Gene265) | (!Gene865 & !Gene600) | (Gene865 & Gene265 & !Gene210 & Gene600)
Gene329, (!Gene452 & !Gene100 & !Gene269) | (!Gene899 & !Gene100 & Gene269) | (!Gene899 & Gene100 & !Gene269) | (!Gene452 & !Gene899) | (Gene452 & Gene100 & !Gene269)
Gene330, (Gene818 & !Gene478) | (!Gene482 & !Gene441 & Gene818) | (!Gene482 & Gene441 & !Gene818 & Gene478) | (Gene482 & !Gene441 & !Gene478) | (Gene482 & !Gene441 & !Gene818)
Gene331, (Gene928 & Gene541) | (!Gene332 & Gene66 & Gene928) | (Gene332 & Gene541) | (Gene332 & Gene66 & !Gene928)
Gene332, (!Gene456 & !Gene346 & !Gene131 & !Gene337) | (Gene346 & Gene337) | (Gene456 & Gene131)
Gene333, (!Gene37 & !Gene719 & !Gene567) | (Gene567 & Gene338) | (!Gene37 & Gene719 & Gene567) | (Gene37 & Gene719 & !Gene567 & !Gene338)
Gene334, (!Gene491 & !Gene413 & !Gene278) | (!Gene491 & Gene415) | (!Gene491 & Gene413 & Gene278) | (Gene491 & !Gene413 & Gene278 & !Gene415) | (Gene413 & !Gene278 & Gene415)
Gene335, (!Gene755 & !Gene324 & Gene762) | (!Gene755 & Gene324 & !Gene762) | (!Gene618 & !Gene755 & Gene762) | (!Gene618 & Gene324 & !Gene762) | (Gene618 & !Gene324 & Gene762) | (Gene618 & Gene755 & Gene762)
Gene336, (!Gene890 & !Gene735 & Gene526) | (!Gene890 & Gene735 & Gene26) | (Gene890 & !Gene526 & !Gene26) | (Gene890 & !Gene735 & !Gene526) | (Gene890 & Gene735 & !Gene26)
Gene337, (!Gene898 & !Gene433 & Gene502) | (!Gene898 & Gene433 & !Gene502) | (!Gene721 & Gene433 & Gene502) | (Gene721 & !Gene433 & !Gene502)
Gene338, (!Gene872 & !Gene596 & !Gene783) | (!Gene872 & !Gene660 & !Gene783) | (Gene596 & Gene783) | (Gene660 & !Gene596 & !Gene783)
Gene339, (!Gene731 & !Gene57 & !Gene350) | (!Gene454 & !Gene731) | (Gene454 & !Gene57 & !Gene350) | (Gene454 & Gene731 & !Gene350) | (Gene454 & Gene731 & Gene57)
Gene340, (!Gene587 & !Gene965 & !Gene787) | (!Gene587 & !Gene369 & Gene965 & Gene787) | (!Gene587 & Gene369 & !Gene965) | (!Gene587 & Gene369 & !Gene787) | (Gene587 & !Gene369 & !Gene965 & Gene787) | (Gene587 & !Gene369 & Gene965 & !Gene787) | (Gene369 & !Gene965 & !Gene787)
Gene341, (!Gene217 & !Gene682 & Gene525) | (!Gene217 & Gene682 & !Gene525 & !Gene986) | (Gene217 & !Gene682 & !Gene525) | (!Gene682 & Gene525 & Gene986) | (Gene217 & Gene682 & Gene525)
Gene342, (!Gene410 & !Gene816 & !Gene778) | (!Gene410 & !Gene778 & Gene849) | (Gene816 & Gene778) | (Gene410 & Gene816 & !Gene849)
Gene343, (!Gene182 & !Gene827) | (!Gene182 & Gene495 & !Gene399) | (Gene182 & Gene827 & !Gene495) | (Gene182 & Gene827 & Gene399)
Gene344, (!Gene321 & Gene858 & !Gene407) | (!Gene170 & Gene858 & Gene407) | (Gene321 & !Gene858 & Gene407) | (Gene170 & !Gene858 & Gene407) | (Gene170 & Gene858 & !Gene407)
Gene345, (!Gene130 & !Gene31 & !Gene129) | (Gene31 & !Gene226 & Gene129) | (Gene31 & Gene226 & !Gene129) | (Gene130 & !Gene226 & Gene129) | (Gene130 & !Gene31 & Gene129)
Gene346, (!Gene198 & Gene886 & Gene349) | (!Gene804 & Gene198 & Gene349) | (!Gene804 & Gene198 & Gene886) | (Gene804 & !Gene198 & Gene349) | (Gene804 & !Gene198 & Gene886) | (Gene804 & Gene198 & !Gene886 & !Gene349)
Gene347, (!Gene628 & !Gene327 & !Gene737 & Gene787) | (!Gene327 & Gene737 & !Gene787) | (!Gene628 & Gene737 & !Gene787) | (Gene628 & !Gene737 & !Gene787) | (Gene628 & Gene327 & Gene787)
Gene348, (!Gene118 & Gene739 & !Gene670) | (Gene659 & !Gene670) | (Gene659 & !Gene739) | (!Gene118 & Gene659)
Gene349, (!Gene871 & Gene329) | (Gene871 & Gene316 & !Gene329) | (Gene892 & Gene871 & !Gene329) | (Gene892 & Gene316 & Gene329)
Gene350, (!Gene239 & !Gene247 & !Gene435) | (!Gene599 & Gene435) | (!Gene239 & Gene247 & Gene435) | (Gene239 & Gene247 & !Gene599)
Gene351, (!Gene525 & !Gene689 & !Gene15 & !Gene681) | (!Gene689 & Gene15 & Gene681) | (!Gene525 & Gene689 & Gene15 & !Gene681) | (Gene525 & !Gene689 & Gene15) | (Gene525 & Gene689 & !Gene15) | (Gene525 & Gene15 & Gene681)
Gene352, (!Gene57 & Gene527 & !Gene683) | (!Gene97 & !Gene57 & Gene527) | (!Gene97 & Gene57 & !Gene527) | (Gene97 & !Gene527 & Gene683) | (Gene97 & Gene527 & !Gene683)
Gene353, (!Gene716 & Gene524 & Gene918) | (!Gene716 & Gene881) | (Gene716 & !Gene881 & !Gene524) | (Gene881 & Gene524 & Gene918)
Gene354, (!Gene253 & !Gene442 & Gene643) | (!Gene253 & !Gene137 & Gene643) | (Gene137 & !Gene442) | (!Gene253 & Gene137 & !Gene643) | (Gene253 & Gene137 & Gene643)
Gene355, (!Gene808 & !Gene526 & Gene245) | (!Gene808 & Gene818) | (Gene808 & !Gene818 & !Gene245) | (Gene808 & !Gene818 & Gene526)
Gene356, (!Gene84 & !Gene13 & !Gene757) | (!Gene84 & !Gene855) | (!Gene855 & Gene13 & !Gene757) | (Gene855 & !Gene13 & !Gene757) | (Gene84 & Gene13 & !Gene757)
Gene357, (!Gene504 & !Gene349) | (!Gene322 & !Gene504) | (Gene322 & Gene558 & !Gene349) | (Gene322 & Gene504 & Gene558)
Gene358, (!Gene540 & !Gene979 & Gene8) | (!Gene540 & Gene979 & Gene203) | (Gene540 & !Gene203 & !Gene8) | (!Gene979 & Gene203 & Gene8) | (Gene540 & Gene979 & !Gene203)
Gene359, (!Gene432 & !Gene365 & Gene552) | (Gene809 & !Gene365) | (!Gene432 & Gene809 & !Gene552) | (Gene432 & !Gene365 & !Gene552) | (Gene432 & Gene809 & Gene552)
Gene360, (!Gene634 & Gene231 & Gene245) | (Gene867 & !Gene231 & !Gene245) | (!Gene634 & Gene867) | (Gene634 & !Gene867 & !Gene231 & Gene245) | (Gene867 & Gene231 & Gene245)
Gene361, (!Gene202 & !Gene735 & !Gene305) | (!Gene576 & Gene735 & Gene305) | (Gene576 & !Gene735 & Gene305) | (Gene576 & !Gene202 & !Gene305) | (Gene202 & Gene735 & Gene305)
Gene362, (!Gene926 & !Gene848) | (!Gene926 & !Gene17 & !Gene212) | (Gene926 & Gene212 & Gene848) | (Gene17 & !Gene212 & !Gene848)
Gene363, (!Gene170 & !Gene970 & Gene863) | (Gene970 & !Gene863) | (!Gene170 & Gene67)
Gene364, (!Gene982 & !Gene853 & !Gene970 & Gene878) | (!Gene853 & Gene970 & !Gene878) | (Gene853 & Gene970 & Gene878) | (Gene982 & !Gene853 & !Gene878) | (Gene982 & Gene970 & Gene878) | (Gene982 & Gene853 & Gene878)
Gene365, (!Gene160 & !Gene181) | (Gene160 & Gene755 & Gene181) | (Gene41 & !Gene160 & !Gene755) | (Gene41 & !Gene755 & !Gene181)
Gene366, (!Gene917 & !Gene890 & !Gene880) | (!Gene98 & Gene890) | (!Gene917 & Gene98 & !Gene890) | (Gene917 & Gene890 & Gene880)
Gene367, (!Gene194 & Gene763 & !Gene509) | (!Gene935 & Gene763 & Gene509) | (Gene935 & !Gene763 & Gene509) | (Gene935 & Gene763 & !Gene509) | (Gene194 & Gene763 & Gene509)
Gene368, (!Gene336 & !Gene641) | (!Gene212 & !Gene336 & Gene720) | (!Gene641 & Gene720) | (Gene212 & !Gene641)
Gene369, (!Gene192 & !Gene430) | (!Gene290 & Gene988) | (Gene290 & !Gene988 & !Gene192)
Gene370, (!Gene68 & !Gene843) | (!Gene261 & Gene68 & Gene843) | (Gene261 & !Gene68 & !Gene871) | (Gene68 & Gene843 & Gene871)
Gene371, (!Gene439 & !Gene587 & Gene112) | (Gene587 & !Gene112) | (!Gene587 & Gene112 & Gene445) | (Gene439 & Gene587 & !Gene445)
Gene372, (!Gene587 & !Gene708 & !Gene100) | (!Gene587 & Gene708 & Gene100) | (Gene129 & Gene100) | (Gene129 & !Gene587)
Gene373, (!Gene562 & !Gene596) | (!Gene562 & Gene434) | (!Gene811 & Gene596 & Gene434) | (Gene811 & Gene562 & Gene596 & !Gene434)
Gene374, (!Gene487 & Gene576 & Gene283) | (!Gene460 & Gene487 & Gene576) | (Gene460 & !Gene576 & Gene283) | (Gene460 & !Gene487 & Gene576) | (Gene460 & Gene487 & !Gene576)
Gene375, (!Gene150 & !Gene826 & Gene633) | (!Gene7 & Gene150 & !Gene633) | (Gene150 & Gene826 & Gene633) | (Gene7 & !Gene150 & !Gene826) | (Gene7 & !Gene826 & Gene633)
Gene376, (!Gene571 & Gene39 & !Gene173) | (!Gene691 & Gene571 & !Gene39) | (Gene571 & Gene39 & Gene173) | (Gene691 & Gene39)
Gene377, (!Gene157 & !Gene93 & !Gene248) | (!Gene157 & !Gene93 & Gene210) | (!Gene248 & Gene210) | (Gene157 & Gene248 & !Gene210)
Gene378, (!Gene733 & Gene189 & Gene137) | (!Gene733 & Gene325 & Gene189) | (Gene733 & !Gene189 & !Gene137) | (Gene733 & !Gene325 & !Gene189) | (Gene733 & !Gene325 & !Gene137) | (Gene325 & Gene189 & Gene137)
Gene379, (!Gene880 & !Gene58 & Gene489) | (!Gene263 & Gene58 & !Gene489) | (!Gene880 & !Gene263 & Gene489) | (Gene880 & !Gene58 & !Gene489) | (Gene880 & Gene263 & Gene58 & Gene489)
Gene380, (!Gene322 & !Gene351 & !Gene540) | (!Gene770 & Gene351 & !Gene540) | (!Gene322 & Gene351 & Gene540) | (Gene322 & !Gene770 & !Gene351 & Gene540) | (Gene770 & Gene351 & Gene540)
Gene381, (!Gene930 & !Gene137 & Gene646 & Gene583) | (Gene137 & !Gene646) | (Gene930 & !Gene646 & Gene583) | (Gene930 & !Gene137 & Gene646 & !Gene583) | (Gene930 & Gene137 & Gene583)
Gene382, (!Gene495 & !Gene766 & !Gene274) | (!Gene495 & Gene131) | (Gene495 & !Gene131 & !Gene766 & Gene274) | (Gene131 & !Gene766 & !Gene274) | (Gene131 & Gene766 & Gene274)
Gene383, (!Gene538 & Gene196 & !Gene1) | (Gene832 & !Gene196 & !Gene1) | (Gene538 & !Gene196) | (Gene538 & !Gene832 & Gene1)
Gene384, (!Gene305 & !Gene952 & !Gene769 & !Gene456) | (!Gene305 & Gene952 & Gene769) | (Gene305 & !Gene952 & Gene769) | (Gene305 & Gene952 & !Gene769) | (Gene952 & Gene769 & Gene456)
Gene385, (!Gene327 & !Gene929 & Gene869) | (Gene929 & !Gene869 & !Gene727) | (Gene929 & Gene869 & Gene727) | (Gene327 & !Gene869 & !Gene727) | (Gene327 & !Gene929 & !Gene869)
Gene386, (!Gene923 & !Gene915 & !Gene121) | (!Gene923 & Gene915 & Gene121) | (!Gene822 & !Gene915 & !Gene121) | (!Gene822 & Gene923 & Gene121) | (Gene822 & !Gene923 & Gene121)
Gene387, (!Gene813 & !Gene418 & Gene691) | (!Gene112 & Gene418 & !Gene691) | (Gene112 & !Gene418 & !Gene691) | (Gene112 & Gene418 & Gene691)
Gene388, (!Gene332 & !Gene927 & Gene318) | (Gene890 & Gene318) | (Gene332 & !Gene890 & !Gene318) | (Gene332 & Gene927 & !Gene318)
Gene389, (!Gene934 & !Gene332) | (!Gene934 & Gene552 & Gene550) | (!Gene332 & Gene550) | (Gene934 & !Gene552 & Gene550)
Gene390, (!Gene468 & !Gene948 & Gene846) | (Gene948 & !Gene846 & Gene949) | (!Gene468 & Gene846 & Gene949) | (Gene468 & !Gene846 & Gene949) | (Gene468 & Gene948 & !Gene949)
Gene391, (!Gene623 & !Gene950 & !Gene171) | (!Gene231 & !Gene950 & Gene171) | (!Gene623 & Gene950 & Gene171) | (Gene231 & !Gene623 & !Gene171) | (Gene231 & Gene950 & Gene171)
Gene392, (!Gene1 & !Gene889 & Gene6) | (!Gene1 & Gene284 & Gene6) | (Gene1 & !Gene284 & !Gene6) | (Gene1 & !Gene284 & Gene889) | (Gene284 & !Gene889 & Gene6) | (Gene1 & Gene889 & !Gene6)
Gene393, (!Gene824 & !Gene595 & !Gene731) | (!Gene104 & !Gene824 & Gene595 & Gene731) | (Gene824 & !Gene595 & Gene731) | (!Gene104 & Gene824 & Gene595 & !Gene731) | (Gene104 & !Gene595 & !Gene731) | (Gene104 & Gene824 & Gene731)
Gene394, (!Gene370 & !Gene697) | (!Gene555 & !Gene143 & !Gene697) | (Gene555 & !Gene143 & Gene697) | (Gene555 & Gene370 & Gene697)
Gene395, (Gene850 & Gene961) | (Gene622 & !Gene850 & !Gene961) | (Gene908 & !Gene622 & Gene850) | (Gene908 & Gene622 & Gene961)
Gene396, (!Gene646 & !Gene86 & Gene119) | (!Gene541 & Gene646 & Gene86 & !Gene119) | (Gene541 & !Gene646) | (Gene541 & Gene119)
Gene397, (!Gene511 & Gene294) | (Gene316 & !Gene511) | (!Gene288 & Gene316 & Gene294) | (Gene288 & Gene316 & !Gene294)
Gene398, (!Gene881 & !Gene850 & !Gene707) | (!Gene16 & !Gene881 & !Gene707) | (!Gene16 & Gene850 & Gene707) | (Gene881 & !Gene850 & Gene707) | (Gene16 & !Gene850 & !Gene707)
Gene399, (!Gene318 & !Gene77) | (!Gene997 & !Gene318 & Gene11) | (!Gene997 & !Gene77) | (Gene997 & Gene318 & Gene77 & Gene11)
Gene400, (!Gene135 & Gene27 & Gene416) | (Gene135 & !Gene27 & !Gene416) | (!Gene976 & Gene135 & !Gene27) | (!Gene976 & Gene135 & !Gene416) | (Gene976 & !Gene27 & !Gene416) | (Gene976 & Gene27 & Gene416)
Gene401, (!Gene577 & !Gene78 & !Gene707 & Gene614) | (Gene707 & !Gene614) | (Gene78 & !Gene614) | (!Gene577 & Gene78 & Gene707)
Gene402, (!Gene224 & Gene217 & Gene888) | (Gene417 & !Gene888) | (!Gene224 & Gene417) | (Gene224 & Gene217 & !Gene888)
Gene403, (!Gene87 & !Gene105 & !Gene77) | (!Gene105 & !Gene601 & Gene77) | (Gene105 & Gene601 & !Gene77) | (Gene87 & Gene105 & !Gene77) | (Gene87 & !Gene601 & Gene77)
Gene404, (!Gene903 & !Gene644 & !Gene215) | (!Gene924 & !Gene215) | (Gene924 & !Gene903 & !Gene644) | (Gene903 & Gene644 & !Gene215) | (Gene924 & Gene903 & Gene644)
Gene405, (!Gene340 & !Gene823 & !Gene886) | (Gene823 & Gene886) | (!Gene340 & Gene812 & !Gene886) | (Gene340 & Gene812 & Gene886)
Gene406, (!Gene376 & Gene900 & !Gene285) | (Gene125 & !Gene900 & Gene285) | (!Gene376 & Gene125 & Gene285) | (Gene376 & !Gene125 & !Gene900 & !Gene285) | (Gene376 & !Gene125 & Gene900 & Gene285) | (Gene125 & Gene900 & !Gene285)
Gene407, (!Gene98 & !Gene79) | (Gene79 & Gene208 & !Gene413) | (!Gene79 & !Gene208 & Gene413) | (Gene98 & !Gene208 & Gene413)
Gene408, (!Gene321 & !Gene911 & Gene356) | (!Gene730 & Gene911 & !Gene356) | (Gene321 & !Gene356) | (Gene730 & !Gene321 & Gene356)
Gene409, (!Gene698 & !Gene970 & !Gene69) | (!Gene528 & !Gene69) | (!Gene528 & Gene970) | (Gene528 & !Gene698 & !Gene970)
Gene410, (!Gene194 & Gene91 & !Gene830) | (!Gene194 & !Gene109 & Gene91) | (!Gene194 & Gene109 & !Gene830) | (Gene109 & !Gene91 & Gene830) | (Gene194 & !Gene109 & !Gene91 & !Gene830) | (Gene194 & Gene109 & Gene830)
Gene411, (!Gene859 & !Gene92 & !Gene579) | (!Gene981 & !Gene859 & Gene92 & Gene579) | (Gene859 & !Gene92 & Gene579) | (!Gene981 & Gene859 & Gene92 & !Gene579) | (Gene981 & !Gene859 & !Gene579) | (Gene981 & !Gene92 & !Gene579)
Gene412, (!Gene957 & Gene43 & !Gene630) | (Gene957 & !Gene43 & !Gene630) | (!Gene608 & Gene43 & !Gene630) | (Gene608 & Gene43 & Gene630) | (Gene608 & Gene957 & Gene630)
Gene413, (Gene644 & !Gene792) | (!Gene849 & Gene404) | (Gene849 & !Gene404 & !Gene792)
Gene414, (!Gene483 & !Gene408) | (!Gene408 & Gene622 & Gene886) | (Gene483 & Gene408 & !Gene886) | (Gene483 & Gene622 & Gene886)
Gene415, (!Gene830 & !Gene458 & !Gene118) | (!Gene358 & Gene458 & !Gene118) | (Gene830 & Gene458) | (Gene830 & Gene358 & Gene118)
Gene416, (!Gene712 & !Gene640 & !Gene149) | (!Gene961 & Gene712 & Gene640) | (Gene961 & !Gene712) | (Gene961 & !Gene640 & !Gene149)
Gene417, (!Gene118 & !Gene679 & Gene800) | (!Gene118 & Gene579 & !Gene679) | (Gene118 & !Gene579 & !Gene800) | (Gene118 & !Gene579 & Gene679) | (Gene579 & !Gene679 & Gene800) | (Gene118 & Gene679 & !Gene800)
Gene418, (!Gene272 & !Gene29 & !Gene506 & !Gene331) | (!Gene272 & Gene506 & Gene331) | (Gene29 & !Gene506 & Gene331) | (Gene272 & !Gene506 & Gene331) | (Gene272 & Gene506 & !Gene331)
Gene419, (!Gene560 & !Gene218 & !Gene769 & Gene686) | (!Gene218 & Gene769 & !Gene686) | (!Gene560 & Gene218 & !Gene686) | (Gene218 & Gene769 & Gene686) | (Gene560 & Gene218 & Gene686)
Gene420, (!Gene894 & !Gene523 & !Gene288) | (!Gene923 & !Gene523 & Gene288) | (Gene923 & !Gene288) | (!Gene894 & Gene923 & Gene523)
Gene421, (!Gene581 & !Gene823 & !Gene819) | (!Gene263 & !Gene823 & !Gene819) | (Gene581 & Gene819) | (Gene263 & !Gene581 & !Gene819)
Gene422, (!Gene11 & !Gene584 & !Gene209 & Gene305) | (!Gene11 & !Gene584 & Gene209 & !Gene305) | (Gene584 & !Gene209 & !Gene305) | (!Gene11 & Gene584 & Gene209 & Gene305) | (Gene11 & !Gene209 & !Gene305) | (Gene11 & Gene584 & !Gene209) | (Gene11 & Gene584 & !Gene305)
Gene423, (!Gene806 & !Gene859 & Gene262) | (!Gene806 & Gene859 & !Gene614 & !Gene262) | (!Gene806 & Gene614 & Gene262) | (Gene806 & !Gene859 & !Gene262) | (!Gene859 & Gene614 & Gene262) | (Gene806 & Gene859 & !Gene614 & Gene262)
Gene424, (!Gene162 & !Gene847 & !Gene669) | (!Gene721 & !Gene162 & !Gene669) | (!Gene721 & Gene847 & Gene669) | (!Gene721 & Gene162 & Gene669) | (Gene721 & !Gene847 & !Gene669) | (Gene162 & Gene847 & Gene669)
Gene425, (!Gene50 & !Gene622 & !Gene302) | (!Gene50 & !Gene127 & !Gene302) | (!Gene50 & !Gene127 & Gene622) | (Gene127 & !Gene622) | (Gene50 & Gene127 & !Gene302)
Gene426, (!Gene35 & !Gene920 & Gene632) | (!Gene35 & Gene920 & !Gene632) | (!Gene35 & !Gene509 & Gene632) | (Gene35 & !Gene920 & !Gene632) | (Gene35 & Gene509 & Gene920 & Gene632)
Gene427, (!Gene963 & !Gene678 & Gene402) | (!Gene860 & Gene402) | (Gene963 & Gene678 & !Gene402) | (Gene860 & Gene963 & !Gene402)
Gene428, (!Gene925 & !Gene821 & !Gene571) | (Gene821 & Gene571 & !Gene302) | (!Gene821 & !Gene571 & Gene302) | (Gene925 & Gene571 & !Gene302) | (Gene925 & Gene821 & !Gene302) | (Gene925 & !Gene571 & Gene302)
Gene429, (!Gene880 & !Gene563 & !Gene954) | (!Gene787 & Gene563 & !Gene954) | (Gene880 & !Gene787 & Gene954) | (Gene787 & !Gene563 & !Gene954) | (Gene880 & Gene563 & !Gene954)
Gene430, (!Gene360 & !Gene459 & !Gene54) | (Gene300 & !Gene54) | (Gene300 & Gene459) | (Gene360 & !Gene300 & !Gene459 & Gene54)
Gene431, (Gene236 & !Gene343 & !Gene283) | (!Gene374 & Gene236 & !Gene343) | (Gene374 & !Gene283) | (Gene374 & !Gene236 & !Gene343) | (Gene374 & Gene236 & Gene343)
