targets, factors
Gene524, (!Gene919 & !Gene947) | (!Gene706) | (Gene919 & Gene947 & Gene988)
Gene525, (!Gene763) | (!Gene475 & Gene108) | (!Gene951 & Gene108) | (Gene951 & Gene475 & !Gene108)
Gene526, (!Gene829 & Gene437 & Gene933) | (Gene590 & Gene829 & Gene933)
Gene527, (Gene260 & !Gene159 & Gene710) | (Gene260 & !Gene441 & Gene710) | (Gene260 & Gene441 & !Gene159)
Gene528, (!Gene115) | (!Gene661) | (Gene425 & !Gene744)
Gene529, (!Gene129 & !Gene971) | (!Gene7 & !Gene129) | (Gene967) | (Gene7 & !Gene971)
Gene530, (!Gene774 & !Gene647 & !Gene330) | (Gene759 & !Gene647 & !Gene330) | (Gene774 & Gene759 & !Gene647)
Gene531, (!Gene733 & !Gene436) | (!Gene733 & !Gene467) | (Gene906)
Gene532, (!Gene765 & !Gene257) | (!Gene942 & !Gene765) | (!Gene817)
Gene533, (!Gene794 & Gene734 & !Gene223) | (Gene734 & !Gene223 & Gene101)
Gene534, (!Gene233) | (!Gene760 & !Gene646 & Gene520) | (Gene646 & !Gene520) | (Gene760 & !Gene520) | (Gene760 & Gene646)
Gene535, (Gene483 & !Gene61 & !Gene496 & !Gene983) | (Gene483 & Gene61 & !Gene496 & Gene983)
Gene536, (Gene140 & Gene825) | (Gene461) | (Gene380 & !Gene140)
Gene537, (!Gene463) | (Gene639 & Gene747) | (Gene327 & !Gene639)
Gene538, (!Gene987 & Gene335 & !Gene360) | (Gene987 & Gene335 & Gene106 & Gene360)
Gene539, (Gene817 & !Gene541 & !Gene513) | (Gene817 & !Gene541 & !Gene212) | (Gene817 & Gene541 & Gene212 & Gene513)
Gene540, (!Gene111) | (!Gene619 & Gene67) | (Gene619 & !Gene67) | (Gene617 & !Gene67)
Gene541, (!Gene460 & !Gene551 & !Gene840) | (!Gene551 & !Gene840 & Gene749) | (Gene460 & Gene551 & !Gene840)
Gene542, (!Gene483 & !Gene984) | (!Gene209 & !Gene984) | (Gene483 & Gene984) | (Gene729) | (Gene209 & Gene984)
Gene543, (!Gene717 & !Gene529 & !Gene590) | (Gene849 & Gene529 & !Gene590) | (Gene717 & Gene529 & !Gene590)
Gene544, (!Gene121 & Gene796 & Gene203 & !Gene298)
Gene545, (!Gene296 & !Gene351) | (!Gene296 & !Gene202) | (!Gene263) | (Gene202 & !Gene351) | (Gene296 & Gene202)
Gene546, (!Gene767 & !Gene436 & !Gene245) | (!Gene120 & !Gene767 & !Gene245) | (!Gene120 & !Gene436 & !Gene245)
Gene547, (!Gene944 & Gene483) | (!Gene45 & Gene483) | (Gene45 & !Gene944) | (Gene638)
Gene548, (!Gene335 & !Gene491 & Gene61) | (!Gene335 & Gene853 & Gene61) | (Gene335 & Gene491 & !Gene853 & Gene61)
Gene549, (Gene336 & !Gene317) | (!Gene550 & Gene336) | (Gene336 & Gene768)
Gene550, (Gene209 & !Gene871 & !Gene892) | (!Gene153 & Gene209 & !Gene892) | (!Gene153 & Gene209 & Gene871)
Gene551, (!Gene48) | (!Gene28) | (!Gene381 & Gene95) | (Gene381 & !Gene95)
Gene552, (!Gene348 & !Gene115 & Gene496) | (!Gene456 & Gene115 & Gene496)
Gene553, (!Gene441 & !Gene454 & Gene733) | (!Gene441 & Gene454 & Gene659)
Gene554, (!Gene178 & !Gene619 & !Gene353) | (!Gene178 & !Gene735) | (!Gene178 & Gene619 & Gene353)
Gene555, (Gene18 & !Gene58) | (Gene18 & Gene467 & !Gene207)
Gene556, (!Gene783 & !Gene386 & Gene194) | (!Gene783 & Gene850 & Gene386)
Gene557, (!Gene997 & Gene79 & Gene495) | (Gene997 & !Gene79) | (Gene987)
Gene558, (Gene446 & !Gene398 & Gene589) | (Gene170 & Gene446 & Gene398 & !Gene589)
Gene559, (!Gene519 & Gene703) | (Gene519 & !Gene703 & Gene767) | (Gene182)
Gene560, (!Gene369 & !Gene418 & !Gene187) | (!Gene867 & !Gene369 & !Gene187)
Gene561, (!Gene566 & !Gene730) | (Gene401) | (Gene799 & !Gene730)
Gene562, (!Gene845 & !Gene10 & !Gene733) | (!Gene845 & Gene459 & !Gene10)
Gene563, (!Gene742) | (!Gene111 & Gene659 & !Gene215) | (Gene111 & Gene215)
Gene564, (Gene788) | (Gene368 & !Gene717) | (!Gene955 & Gene368) | (Gene955 & !Gene717) | (Gene955 & !Gene368)
Gene565, (!Gene315 & !Gene807 & !Gene170 & Gene228) | (Gene315 & Gene170 & Gene228)
Gene566, (Gene179) | (!Gene211 & Gene636 & Gene650)
Gene567, (Gene1000 & Gene929 & !Gene432) | (Gene313 & !Gene1000 & !Gene432)
Gene568, (!Gene723) | (!Gene78 & !Gene322 & Gene997) | (!Gene78 & Gene322 & !Gene997) | (Gene78 & Gene322 & Gene997)
Gene569, (!Gene133) | (Gene995 & Gene386 & !Gene38)
Gene570, (!Gene438 & !Gene4 & Gene488) | (Gene438 & !Gene4 & !Gene488 & !Gene128)
Gene571, (!Gene569) | (!Gene556 & Gene203) | (!Gene197 & Gene556) | (Gene197 & !Gene556)
Gene572, (Gene654 & !Gene716 & !Gene424) | (!Gene952 & Gene654 & Gene716 & Gene424) | (Gene952 & Gene654 & !Gene716) | (Gene952 & Gene654 & !Gene424)
Gene573, (Gene397) | (Gene575 & !Gene459) | (Gene64 & !Gene575 & Gene459)
Gene574, (!Gene669 & Gene94 & !Gene614) | (!Gene669 & Gene537 & !Gene614)
Gene575, (!Gene315 & !Gene869 & Gene545) | (Gene315 & !Gene869 & Gene59)
Gene576, (!Gene994 & !Gene811 & !Gene242 & !Gene782)
Gene577, (!Gene94 & Gene483 & Gene718) | (Gene94 & Gene718 & Gene178)
Gene578, (Gene28 & !Gene610 & !Gene768) | (Gene28 & !Gene767 & Gene768)
Gene579, (!Gene188) | (!Gene556 & !Gene289) | (Gene2)
Gene580, (!Gene68) | (Gene695 & !Gene112 & Gene735) | (Gene695 & Gene112 & !Gene735)
Gene581, (Gene530) | (!Gene817 & Gene440) | (!Gene209 & Gene817) | (Gene209 & !Gene817)
Gene582, (Gene817 & !Gene731 & Gene170) | (!Gene286 & Gene817 & Gene731) | (Gene286 & Gene817 & !Gene731)
Gene583, (!Gene75 & Gene441) | (Gene75 & Gene213) | (Gene854)
Gene584, (!Gene294) | (!Gene820 & !Gene518) | (!Gene492 & Gene820 & Gene518)
Gene585, (!Gene889 & !Gene870 & !Gene248) | (!Gene870 & Gene680)
Gene586, (!Gene366) | (!Gene957 & Gene30) | (Gene273)
Gene587, (!Gene176 & !Gene771) | (!Gene490 & !Gene771) | (!Gene490 & Gene176) | (Gene53)
Gene588, (!Gene992 & !Gene484) | (!Gene992 & Gene251) | (Gene879)
Gene589, (!Gene428 & !Gene202 & !Gene945) | (!Gene202 & Gene54 & !Gene945) | (Gene428 & !Gene202 & Gene54)
Gene590, (!Gene349) | (!Gene892) | (Gene702) | (Gene809)
Gene591, (!Gene63) | (!Gene589 & Gene210) | (Gene589 & !Gene210 & !Gene817) | (Gene210 & Gene817)
Gene592, (!Gene971 & !Gene826 & Gene758 & !Gene797) | (Gene971 & !Gene826 & !Gene758) | (Gene971 & !Gene826 & Gene797)
Gene593, (Gene738) | (!Gene133 & Gene409) | (Gene133 & !Gene409) | (!Gene572 & Gene409) | (Gene572 & !Gene409)
Gene594, (Gene707 & !Gene433 & Gene532) | (Gene618 & Gene707 & !Gene433) | (Gene618 & Gene707 & Gene532)
Gene595, (!Gene694 & !Gene685) | (Gene210) | (Gene698 & !Gene685)
Gene596, (!Gene536 & Gene704 & !Gene221) | (!Gene536 & !Gene640 & Gene704) | (!Gene536 & Gene640 & !Gene221)
Gene597, (!Gene883) | (!Gene928) | (Gene255) | (Gene239)
Gene598, (Gene176) | (Gene76 & !Gene478) | (Gene827)
Gene599, (!Gene399 & !Gene220 & Gene865) | (Gene635 & !Gene220 & Gene865)
Gene600, (!Gene370) | (!Gene931 & !Gene861) | (!Gene861 & Gene658) | (Gene931 & Gene861)
Gene601, (!Gene396) | (!Gene591 & !Gene698) | (Gene848 & !Gene698) | (Gene591 & Gene848)
Gene602, (!Gene715 & !Gene583 & Gene348 & Gene44) | (Gene715 & !Gene583 & Gene348 & !Gene44)
Gene603, (!Gene63 & !Gene903) | (!Gene941 & !Gene63) | (Gene567) | (Gene941 & Gene63 & Gene903)
Gene604, (!Gene255 & !Gene530 & !Gene65 & Gene587) | (!Gene255 & Gene530 & !Gene65 & !Gene587)
Gene605, (!Gene755) | (Gene914 & !Gene668) | (Gene363 & !Gene668) | (Gene363 & Gene914)
Gene606, (!Gene556 & Gene394 & !Gene605 & !Gene118) | (Gene556 & Gene394 & !Gene605 & Gene118)
Gene607, (!Gene718) | (!Gene300 & !Gene166 & Gene916) | (!Gene300 & Gene166 & !Gene916) | (Gene300 & Gene166 & Gene916)
Gene608, (!Gene559 & Gene43 & Gene320 & Gene63) | (Gene559 & !Gene320 & Gene63) | (Gene559 & !Gene43 & Gene63)
Gene609, (!Gene823 & !Gene185) | (!Gene823 & Gene645) | (Gene888)
Gene610, (!Gene261 & Gene375 & Gene811 & !Gene506) | (Gene261 & Gene375 & !Gene811 & !Gene506)
Gene611, (!Gene594 & Gene645 & Gene613) | (!Gene594 & Gene59 & Gene613) | (Gene594 & !Gene59 & !Gene645 & Gene613)
Gene612, (!Gene8 & Gene847 & Gene161) | (Gene8 & !Gene847 & !Gene161) | (Gene615)
Gene613, (!Gene336) | (!Gene527 & !Gene879) | (Gene987 & !Gene527) | (Gene987 & !Gene879)
Gene614, (!Gene413) | (!Gene631) | (Gene314 & !Gene661)
Gene615, (!Gene591 & Gene827 & !Gene194) | (Gene591 & !Gene827 & !Gene89 & !Gene194)
Gene616, (Gene251 & !Gene308 & !Gene833) | (Gene251 & Gene186 & !Gene833)
Gene617, (Gene754 & Gene654) | (Gene754 & !Gene370 & Gene814) | (Gene754 & Gene370 & !Gene814)
Gene618, (!Gene270) | (!Gene782 & !Gene756) | (!Gene782 & !Gene967) | (Gene782 & Gene967 & Gene756)
Gene619, (!Gene70 & !Gene211 & Gene561) | (!Gene70 & Gene211 & !Gene561) | (Gene70 & Gene211 & Gene561) | (Gene536)
Gene620, (!Gene843 & Gene791 & Gene61 & !Gene840)
Gene621, (!Gene59) | (Gene898) | (Gene395 & Gene449)
Gene622, (!Gene101 & !Gene596) | (!Gene853 & Gene101 & Gene596) | (Gene875) | (Gene853 & !Gene101)
Gene623, (Gene702 & !Gene64 & Gene70) | (Gene503 & !Gene64 & Gene70)
Gene624, (!Gene468) | (Gene208 & !Gene896) | (Gene208 & Gene350)
Gene625, (Gene486 & !Gene793 & !Gene125) | (Gene571 & !Gene125)
Gene626, (!Gene774) | (!Gene401 & !Gene292 & Gene440) | (!Gene401 & Gene292 & !Gene440)
Gene627, (Gene662 & !Gene630 & !Gene670) | (Gene662 & Gene630 & !Gene817 & Gene670)
Gene628, (!Gene952) | (!Gene458 & !Gene868) | (!Gene136 & Gene458 & Gene868) | (Gene136 & !Gene458)
Gene629, (Gene138 & !Gene865 & !Gene629 & Gene265) | (Gene138 & Gene629 & !Gene265) | (Gene138 & Gene865 & !Gene265) | (Gene138 & Gene865 & Gene629)
Gene630, (Gene36 & !Gene389 & Gene869) | (Gene36 & Gene389 & !Gene869 & !Gene263)
Gene631, (!Gene443 & !Gene21 & !Gene433 & !Gene788) | (Gene443 & !Gene433 & Gene788)
Gene632, (!Gene568 & Gene779 & Gene14 & !Gene324)
Gene633, (!Gene151) | (!Gene290 & Gene238) | (Gene586 & Gene238)
Gene634, (!Gene758 & Gene983 & !Gene337 & Gene361) | (Gene758 & !Gene337 & !Gene361)
Gene635, (!Gene677 & Gene502 & Gene310) | (!Gene179 & Gene502 & Gene310) | (Gene179 & Gene502 & !Gene310)
Gene636, (!Gene276 & !Gene592) | (Gene953) | (Gene276 & Gene311 & Gene592)
Gene637, (!Gene754 & Gene41 & Gene787) | (Gene61) | (Gene754 & !Gene787)
Gene638, (!Gene76 & !Gene752 & Gene737) | (Gene76 & !Gene752 & Gene948)
Gene639, (Gene837 & Gene796 & !Gene515) | (Gene407 & Gene837 & !Gene515)
Gene640, (Gene152 & !Gene750 & !Gene671) | (Gene32 & Gene152 & Gene750 & Gene671)
Gene641, (!Gene115 & !Gene297 & Gene986) | (!Gene115 & Gene860 & Gene986)
Gene642, (!Gene305) | (Gene109 & Gene994 & !Gene473)
Gene643, (!Gene134 & !Gene990 & !Gene49) | (!Gene134 & !Gene49 & Gene832) | (!Gene990 & !Gene49 & Gene832) | (Gene134 & Gene990 & !Gene49 & !Gene832)
Gene644, (!Gene43 & !Gene558 & !Gene475) | (!Gene43 & Gene558 & Gene475) | (Gene43 & !Gene558 & Gene475) | (Gene43 & Gene558 & !Gene475) | (Gene548)
Gene645, (Gene957 & !Gene491 & Gene574) | (Gene957 & Gene491 & !Gene788 & !Gene574) | (Gene957 & Gene788 & Gene574)
Gene646, (!Gene726) | (!Gene636 & Gene220) | (!Gene959 & Gene636 & !Gene220) | (Gene959 & !Gene636)
Gene647, (!Gene653 & !Gene101) | (Gene419 & !Gene443 & !Gene101)
Gene648, (!Gene780 & !Gene736) | (!Gene102 & !Gene706 & !Gene736)
Gene649, (Gene598 & Gene875 & Gene291) | (Gene668 & Gene875 & Gene291)
Gene650, (!Gene601 & !Gene104) | (!Gene601 & !Gene242) | (!Gene704) | (Gene242 & !Gene104)
Gene651, (!Gene900 & !Gene636) | (Gene338 & Gene311 & !Gene900)
Gene652, (!Gene933) | (!Gene215 & !Gene823 & Gene333) | (Gene215 & Gene823 & Gene333)
Gene653, (!Gene924 & !Gene26) | (!Gene924 & !Gene13 & Gene356) | (!Gene924 & Gene13 & !Gene356)
Gene654, (!Gene684 & !Gene329) | (Gene684 & Gene329 & !Gene421) | (Gene593)
Gene655, (!Gene91) | (!Gene244) | (!Gene750 & Gene646) | (Gene750 & !Gene646)
Gene656, (!Gene627 & !Gene653 & !Gene350) | (!Gene627 & !Gene601 & !Gene350) | (Gene601 & !Gene653 & !Gene350) | (Gene627 & Gene601 & !Gene350)
Gene657, (!Gene22) | (!Gene447 & !Gene769 & Gene946) | (Gene447 & !Gene946) | (Gene447 & Gene769)
Gene658, (!Gene718) | (!Gene622 & Gene586) | (!Gene805 & Gene586) | (Gene805 & !Gene622)
Gene659, (!Gene357 & Gene106 & !Gene61) | (Gene357 & !Gene106 & !Gene61) | (Gene357 & Gene106 & Gene61) | (Gene910)
Gene660, (!Gene731) | (!Gene192 & !Gene701 & Gene884) | (!Gene192 & Gene701 & !Gene884) | (Gene192 & Gene701 & Gene884)
Gene661, (!Gene458) | (!Gene532 & !Gene898) | (!Gene532 & !Gene958) | (Gene958 & !Gene898)
Gene662, (!Gene83) | (!Gene400 & !Gene205) | (!Gene400 & !Gene260) | (Gene260 & !Gene205) | (Gene400 & Gene260)
Gene663, (!Gene514 & !Gene119) | (!Gene90 & !Gene119 & !Gene481)
Gene664, (Gene242 & !Gene346) | (Gene982 & Gene242 & Gene112)
Gene665, (!Gene736) | (!Gene634 & !Gene353) | (!Gene353 & Gene638) | (Gene634 & Gene353 & !Gene638)
Gene666, (!Gene763 & Gene474 & !Gene999) | (Gene301 & !Gene763 & Gene474)
Gene667, (Gene139 & !Gene559) | (Gene139 & Gene187) | (Gene811)
Gene668, (!Gene653) | (!Gene500) | (Gene252 & !Gene297)
Gene669, (!Gene545) | (!Gene970) | (!Gene954) | (Gene281)
Gene670, (!Gene551 & !Gene386) | (Gene64 & !Gene386) | (Gene455 & !Gene386)
Gene671, (!Gene104 & Gene529 & !Gene273) | (!Gene104 & !Gene496 & Gene529) | (Gene104 & Gene496 & Gene529 & Gene273)
Gene672, (!Gene224) | (!Gene4 & Gene508 & !Gene642) | (Gene4 & !Gene508 & !Gene642) | (Gene4 & Gene508 & Gene642)
Gene673, (!Gene869 & !Gene463 & !Gene45) | (!Gene985 & !Gene869 & !Gene463)
Gene674, (!Gene553 & Gene748) | (Gene143) | (Gene553 & !Gene70 & !Gene748)
Gene675, (Gene956 & !Gene296 & !Gene634) | (Gene956 & !Gene296 & !Gene208)
Gene676, (!Gene946 & Gene590 & Gene8 & !Gene191) | (Gene946 & Gene590 & !Gene8 & !Gene191) | (Gene946 & Gene590 & Gene8 & Gene191)
Gene677, (!Gene928) | (!Gene820 & Gene152) | (!Gene798 & Gene152) | (Gene798 & Gene820 & !Gene152)
Gene678, (!Gene79) | (!Gene60 & !Gene828 & !Gene131) | (Gene60 & !Gene828 & Gene131) | (Gene60 & Gene828 & !Gene131)
Gene679, (!Gene246) | (!Gene48 & !Gene319) | (Gene522 & !Gene319)
Gene680, (!Gene742 & !Gene589) | (!Gene419 & Gene589) | (!Gene178) | (Gene419 & !Gene589)
Gene681, (!Gene297 & !Gene322 & Gene624 & Gene349) | (Gene297 & !Gene322 & Gene624 & !Gene349)
Gene682, (!Gene874 & !Gene469 & !Gene400 & Gene338) | (Gene874 & Gene400 & Gene338)
Gene683, (Gene583) | (Gene586 & Gene276) | (Gene689 & Gene586)
Gene684, (!Gene527 & !Gene518 & Gene624) | (!Gene852 & !Gene518 & Gene624) | (Gene852 & !Gene518 & !Gene624)
Gene685, (Gene343 & Gene965 & Gene763) | (Gene343 & Gene852 & Gene763)
Gene686, (!Gene396 & Gene167 & !Gene305) | (!Gene818 & Gene167 & !Gene305) | (Gene818 & !Gene396 & !Gene305)
Gene687, (!Gene490) | (!Gene457) | (Gene661 & !Gene486)
Gene688, (!Gene728) | (!Gene515 & !Gene346 & !Gene782) | (Gene515 & Gene346 & !Gene782)
Gene689, (Gene146 & !Gene771 & !Gene408 & Gene488) | (Gene146 & Gene771 & !Gene488) | (Gene146 & Gene771 & Gene408)
Gene690, (!Gene756 & !Gene743 & Gene510) | (!Gene756 & Gene743 & Gene556)
Gene691, (Gene864) | (!Gene553 & Gene853 & Gene904) | (Gene553 & Gene853 & !Gene904)
Gene692, (!Gene90 & !Gene939) | (Gene406 & !Gene90) | (Gene834 & !Gene90)
Gene693, (Gene790) | (Gene603 & Gene59 & Gene245)
Gene694, (!Gene209 & !Gene168) | (!Gene398) | (!Gene263 & !Gene209) | (!Gene263 & !Gene168)
Gene695, (Gene406 & !Gene386 & !Gene772) | (Gene406 & !Gene244 & !Gene386)
Gene696, (!Gene331 & !Gene580 & Gene95) | (Gene331 & !Gene580 & !Gene95) | (Gene645)
Gene697, (Gene381) | (Gene345 & Gene219) | (Gene653)
Gene698, (!Gene422 & Gene953 & !Gene976) | (!Gene647 & !Gene422 & Gene953)
Gene699, (!Gene722 & !Gene821 & !Gene80 & Gene628) | (!Gene722 & Gene821 & !Gene80 & !Gene628)
Gene700, (!Gene454) | (!Gene267 & Gene205) | (Gene267 & !Gene773 & !Gene205) | (Gene773 & Gene205)
Gene701, (Gene81 & !Gene2) | (Gene904 & Gene81 & Gene878)
Gene702, (!Gene384 & !Gene933 & Gene596) | (Gene287) | (Gene384 & Gene933 & !Gene596)
Gene703, (!Gene562 & !Gene774 & !Gene155 & Gene649) | (!Gene562 & Gene774 & !Gene155 & !Gene649) | (!Gene562 & Gene774 & Gene155 & Gene649)
Gene704, (!Gene790 & Gene16 & Gene558) | (!Gene790 & Gene16 & Gene84) | (Gene790 & Gene16 & !Gene84 & !Gene558)
Gene705, (!Gene685 & Gene904 & Gene658 & !Gene595) | (Gene685 & Gene904 & !Gene658 & !Gene595)
Gene706, (!Gene462 & !Gene565 & !Gene24) | (Gene462 & !Gene565 & Gene24 & !Gene885)
Gene707, (!Gene161 & !Gene966 & Gene874) | (Gene161 & !Gene347 & Gene966 & Gene874)
Gene708, (!Gene234 & Gene299) | (Gene535) | (!Gene73 & Gene234 & !Gene299) | (Gene73 & Gene299)
Gene709, (!Gene256 & !Gene942) | (!Gene796 & !Gene256 & !Gene348)
Gene710, (!Gene497 & !Gene649 & !Gene482) | (Gene847 & !Gene497 & !Gene482) | (Gene847 & !Gene497 & Gene649)
Gene711, (!Gene482 & !Gene702 & Gene309 & !Gene576)
Gene712, (!Gene50) | (Gene689) | (Gene921 & !Gene587)
Gene713, (Gene206 & !Gene400 & Gene64) | (Gene357 & Gene206 & !Gene400)
Gene714, (!Gene181 & !Gene314 & !Gene318) | (!Gene740) | (Gene181 & !Gene314 & Gene318) | (Gene181 & Gene314 & !Gene318)
Gene715, (!Gene45 & !Gene91 & !Gene545) | (!Gene45 & !Gene91 & !Gene208)
Gene716, (!Gene968) | (!Gene372 & !Gene683 & Gene304) | (Gene372 & Gene683 & !Gene304)
Gene717, (!Gene360 & !Gene431 & Gene674 & !Gene299) | (!Gene360 & Gene431 & Gene674 & Gene299) | (Gene360 & !Gene431 & Gene674 & Gene299)
Gene718, (Gene873 & Gene75 & Gene198) | (Gene873 & Gene262 & Gene75)
Gene719, (!Gene395) | (!Gene673 & !Gene843) | (!Gene843 & Gene202) | (Gene673 & Gene202)
Gene720, (!Gene905 & Gene469 & Gene648) | (Gene905 & Gene375 & Gene648)
Gene721, (!Gene723) | (!Gene311 & Gene16) | (Gene691 & Gene16)
Gene722, (!Gene612 & Gene87 & !Gene140 & Gene202) | (Gene612 & Gene87 & !Gene140 & !Gene202)
Gene723, (Gene644 & Gene482) | (Gene477) | (Gene175 & Gene482)
Gene724, (Gene108 & !Gene729 & !Gene998) | (!Gene993 & Gene108) | (Gene108 & Gene729 & Gene998)
Gene725, (Gene458 & !Gene740 & Gene601 & !Gene772)
Gene726, (!Gene124 & Gene953) | (Gene501 & Gene953 & Gene863)
Gene727, (!Gene71 & Gene893 & !Gene623) | (Gene71 & !Gene502 & !Gene893 & !Gene623) | (Gene502 & Gene893 & !Gene623)
Gene728, (!Gene222 & !Gene847) | (!Gene954 & Gene847) | (Gene45) | (Gene954 & !Gene847)
Gene729, (!Gene439 & Gene792 & Gene902 & !Gene436) | (Gene439 & Gene792 & !Gene902 & !Gene436)
Gene730, (!Gene363 & !Gene562 & Gene134 & Gene835) | (!Gene363 & Gene562 & !Gene134)
Gene731, (!Gene608 & !Gene612 & !Gene942 & Gene713) | (!Gene612 & Gene942 & !Gene713) | (Gene608 & !Gene612 & Gene942)
Gene732, (Gene304 & !Gene505 & Gene189) | (Gene304 & Gene505 & Gene135)
Gene733, (!Gene564 & !Gene752 & Gene830 & !Gene356) | (Gene564 & !Gene752 & !Gene830)
Gene734, (Gene146) | (Gene768) | (Gene434) | (Gene133)
Gene735, (Gene19 & !Gene959 & !Gene158) | (!Gene662 & Gene19 & !Gene158) | (Gene662 & !Gene959 & !Gene158)
Gene736, (!Gene944 & Gene195 & Gene801) | (Gene250 & Gene944 & Gene195 & !Gene801)
Gene737, (!Gene261 & !Gene63 & Gene931) | (!Gene439 & Gene63 & Gene931) | (Gene439 & !Gene63 & Gene931)
Gene738, (!Gene319 & !Gene293 & Gene864) | (Gene53)
Gene739, (Gene852) | (Gene8 & !Gene839 & Gene9)
Gene740, (!Gene816 & !Gene442 & Gene504) | (!Gene816 & Gene894 & Gene442)
Gene741, (!Gene140 & !Gene369 & !Gene872) | (!Gene374 & !Gene140 & !Gene369) | (Gene374 & Gene140 & !Gene369 & Gene872)
Gene742, (!Gene306 & !Gene89 & Gene786 & !Gene389)
Gene743, (Gene965 & Gene608 & !Gene826) | (!Gene768 & Gene965 & Gene608) | (Gene768 & Gene608 & !Gene826)
Gene744, (Gene249 & !Gene352 & Gene960) | (Gene152 & !Gene352 & !Gene960)
Gene745, (Gene608) | (Gene575) | (Gene570 & Gene326)
Gene746, (!Gene447) | (!Gene145 & Gene626) | (Gene147)
Gene747, (!Gene145) | (Gene43 & !Gene982) | (Gene71 & !Gene43 & Gene982)
Gene748, (!Gene181 & Gene727 & Gene523) | (Gene181 & Gene727 & Gene77)
Gene749, (!Gene826) | (Gene207 & Gene464) | (Gene863 & !Gene207 & !Gene464)
Gene750, (!Gene52 & !Gene566) | (!Gene875) | (Gene259)
Gene751, (!Gene508 & !Gene731) | (!Gene817 & !Gene508) | (!Gene817 & !Gene731) | (!Gene232)
Gene752, (!Gene950 & !Gene374) | (!Gene124 & !Gene950 & !Gene157) | (Gene124 & !Gene950 & Gene157)
Gene753, (!Gene534 & !Gene945 & Gene360 & Gene88) | (Gene945 & !Gene360 & Gene88) | (Gene534 & !Gene360 & Gene88) | (Gene534 & Gene945 & Gene88)
Gene754, (Gene202 & Gene298 & !Gene713) | (!Gene131 & Gene202 & Gene298) | (Gene131 & Gene298 & !Gene713)
Gene755, (!Gene414 & !Gene892 & Gene417) | (!Gene892 & Gene417 & Gene274) | (Gene414 & Gene892 & Gene417)
Gene756, (!Gene279 & !Gene493) | (!Gene880) | (!Gene154 & Gene493) | (Gene154 & !Gene493) | (Gene279 & Gene493)
Gene757, (!Gene110 & Gene508) | (Gene297 & !Gene110) | (Gene168)
Gene758, (Gene787 & !Gene342 & Gene861) | (Gene787 & Gene695 & Gene861)
Gene759, (!Gene74 & Gene855) | (!Gene225 & Gene74) | (Gene225 & !Gene74) | (Gene334)
Gene760, (!Gene41 & !Gene155) | (Gene619) | (!Gene41 & Gene869) | (Gene41 & Gene155 & !Gene869)
Gene761, (!Gene728 & !Gene878 & Gene88) | (Gene447 & Gene88)
Gene762, (!Gene411) | (!Gene216 & !Gene414) | (!Gene263 & Gene414)
Gene763, (!Gene369 & !Gene864 & Gene980) | (!Gene369 & !Gene864 & Gene194) | (Gene369 & !Gene864 & !Gene194 & !Gene980)
Gene764, (!Gene500) | (!Gene24 & Gene90) | (Gene228)
Gene765, (!Gene421 & Gene772) | (Gene755) | (Gene80 & !Gene772)
Gene766, (!Gene179 & !Gene722 & !Gene207) | (!Gene179 & !Gene722 & Gene229) | (!Gene179 & Gene229 & !Gene207)
Gene767, (!Gene73 & !Gene141 & !Gene690 & !Gene39) | (Gene73 & !Gene141 & Gene690 & !Gene39) | (Gene73 & Gene141 & !Gene690 & !Gene39)
Gene768, (!Gene747) | (!Gene682 & !Gene74) | (Gene74 & Gene954)
Gene769, (!Gene627 & !Gene759) | (Gene581 & !Gene759) | (Gene535 & !Gene759)
Gene770, (!Gene492 & !Gene550 & !Gene168 & Gene673) | (Gene550 & Gene168 & Gene673) | (Gene492 & Gene550 & Gene673)
Gene771, (!Gene897 & !Gene448 & !Gene24) | (!Gene897 & !Gene920 & !Gene24) | (!Gene897 & !Gene920 & Gene448) | (!Gene897 & Gene920 & !Gene448)
Gene772, (!Gene899 & !Gene469) | (!Gene899 & Gene30 & !Gene882)
Gene773, (!Gene465 & !Gene947 & !Gene240) | (!Gene813 & !Gene947 & Gene240) | (Gene465 & !Gene947 & Gene240)
Gene774, (!Gene130 & !Gene351) | (!Gene380 & !Gene130 & Gene83)
Gene775, (Gene167) | (Gene9 & !Gene615 & !Gene992)
Gene776, (!Gene617) | (!Gene346 & !Gene96 & Gene677) | (Gene96 & !Gene677) | (Gene346 & !Gene677) | (Gene346 & Gene96)
Gene777, (!Gene104 & !Gene632) | (Gene172) | (Gene104 & Gene632) | (Gene458 & Gene632)
Gene778, (!Gene475 & !Gene129 & Gene29 & !Gene853) | (!Gene475 & Gene129 & !Gene29) | (!Gene475 & Gene129 & Gene853)
Gene779, (!Gene842 & !Gene233 & Gene645) | (!Gene842 & !Gene233 & Gene139) | (Gene842 & !Gene233 & !Gene139 & !Gene645) | (!Gene233 & Gene139 & Gene645)
Gene780, (Gene189 & Gene785 & !Gene290) | (!Gene766 & Gene189 & Gene785) | (Gene766 & Gene189 & !Gene785 & Gene290)
Gene781, (!Gene679) | (!Gene641 & Gene377) | (Gene641 & !Gene377) | (!Gene841 & Gene377) | (Gene841 & !Gene377)
Gene782, (Gene312) | (!Gene756 & Gene614 & Gene307) | (Gene756 & !Gene614 & Gene307) | (Gene756 & Gene614 & !Gene307)
